SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R002939-ZZ-AVG,짜장밥,조리가공품류,100,149,67.6,3,4.5,24,-,2.4,11,2.9,-,38,75,312,-,-,-,-
R002940-ZZ-AVG,짬뽕,조리가공품류,100,69,84.1,2.8,1.9,10.1,-,2.9,14,6.3,-,31,81,400,-,-,-,-
R002941-ZZ-AVG,쫄면,조리가공품류,100,133,68.3,4.1,2.2,24.3,-,4.2,21,5,-,48,101,299,-,-,-,-
R002942-ZZ-AVG,청국장 찌개,조리가공품류,100,68,86,5.6,3.9,2.6,-,3.7,71,6.5,-,82,212,449,-,-,-,-
R002943-ZZ-AVG,"초밥, 광어 초밥",조리가공품류,100,151,62.7,9,1.3,25.8,-,0.8,8,1.4,-,115,183,270,-,-,-,-
R002944-ZZ-AVG,"초밥, 모듬 초밥",조리가공품류,100,154,62.9,8.5,2,25.5,-,0.8,15,1.9,-,94,147,323,-,-,-,-
R002945-ZZ-AVG,"초밥, 유부초밥",조리가공품류,100,165,61,4.32,2.51,31.26,2.11,1.9,63,0.39,9,57,33,255,0.78,0.051,0.337,8.93
R002946-ZZ-AVG,추어탕,조리가공품류,100,49,90,3.5,2.6,2.9,-,1.3,86,7.7,-,65,89,292,-,-,-,-
R002947-ZZ-AVG,카레라이스,조리가공품류,100,134,68.8,2.7,2.5,25.2,-,2.8,11,3,-,35,78,218,-,-,-,-
R002948-ZZ-AVG,"칼국수, 해물",조리가공품류,100,70,82.3,2.5,0.5,13.8,-,5,14,3.2,-,23,60,262,-,-,-,-
R002949-ZZ-AVG,"컵라면, 국물, 조리후",조리가공품류,100,28,93.4,0.61,1.44,3.16,0,0.7,8,0.11,3,16,61,423,0.37,0.008,0.047,2.91
R002950-ZZ-AVG,"컵라면, 볶음라면, 조리전",조리가공품류,100,392,13.1,8.75,11.46,63.47,4.32,4.2,31,0.94,22,77,199,1217,0.68,0.093,0.417,16.65
R002951-ZZ-AVG,"컵라면, 볶음라면, 조리후",조리가공품류,100,202,54.8,4.52,5.39,33.9,3.28,2.3,16,0.54,11,39,63,435,0.27,0.044,0.212,7.1
R002952-ZZ-AVG,"컵라면, 면, 조리후",조리가공품류,100,192,56.9,3.5,4.95,33.41,0,3.7,123,0.44,9,50,71,316,0.37,0.025,0.22,7.93
R002953-ZZ-AVG,콩국수,조리가공품류,100,83,80.3,3.9,1.3,14,-,4,17,4.1,-,43,87,118,-,-,-,-
R002954-ZZ-AVG,콩나물해장국,조리가공품류,100,32,92.7,3.4,1.3,1.7,-,2,27,5.3,-,33,60,279,-,-,-,-
R002955-ZZ-AVG,"크로켓, 감자 크로켓, 냉동",조리가공품류,100,164,63.5,4.6,4.9,25.3,-,-,20,0.7,-,62,300,290,-,-,-,-
R002956-ZZ-AVG,"크로켓, 채소 크로켓, 냉동",조리가공품류,100,264,48.6,3,12.9,34,-,-,6,0.9,-,52,241,477,-,-,-,-
R002957-ZZ-AVG,"크로켓, 크림 크로켓, 냉동",조리가공품류,100,159,67,4.7,6.3,20.9,-,-,43,0.5,-,63,160,270,-,-,-,-
R002958-ZZ-AVG,탕수육,조리가공품류,100,228,54.5,8.7,10,25.9,-,5,13,7.9,-,69,101,221,-,-,-,-
R002959-ZZ-AVG,"튀김, 김말이튀김",조리가공품류,100,251,52.2,2.4,12.5,32.1,-,1.5,40,11.9,-,51,72,393,-,-,-,-
R002960-ZZ-AVG,"튀김, 채소튀김",조리가공품류,100,321,40.2,3.6,17.3,37.6,-,1.9,33,5.6,-,99,239,279,-,-,-,-
R002961-ZZ-AVG,팔보채,조리가공품류,100,81,83,8.5,3.5,3.8,-,1.7,37,10.7,-,78,86,376,-,-,-,-
R002962-ZZ-AVG,"팥죽, 끓인것",조리가공품류,100,83,79.2,3.1,0.6,16.3,-,2.5,13,4.3,-,51,148,171,-,-,-,-
R002963-ZZ-AVG,"팥죽, 레토르트",조리가공품류,100,117,70.6,3.9,0.4,24.4,-,-,11,0.8,-,52,109,132,-,-,-,-
R002964-ZZ-AVG,"피자, 슈퍼슈프림 피자, 냉동",조리가공품류,100,233,47.7,11.3,7.3,30.4,-,-,130,2.3,-,166,226,583,-,-,-,-
R002965-ZZ-AVG,"피자, 치킨슈프림 피자, 냉동",조리가공품류,100,250,47.7,11.9,9.3,29.6,-,-,85,1.5,-,166,226,483,-,-,-,-
R002966-ZZ-AVG,"핫도그, 냉동",조리가공품류,100,267,44.5,8.09,10.55,34.97,7.02,3,95,0.85,14,165,124,454,0.54,0.053,0.232,9.69
R002967-ZZ-AVG,"햄버거, 소고기패티",조리가공품류,100,271,41.3,11.94,8.94,35.76,6.59,-,30,1.19,31,134,234,594,1.6,0.111,0.329,29.9
R002968-ZZ-AVG,"햄버거 스테이크, 냉동",조리가공품류,100,223,59.2,13.3,13.4,12.3,-,-,38,1.8,-,120,240,490,-,-,-,21
R002969-ZZ-AVG,"햄버거, 소고기패티, 토마토, 양상추, 양파",조리가공품류,100,229,57.8,9.55,13.23,18.01,4.78,7.2,16,1.09,19,96,174,378,1.51,0.059,0.205,21.94
R002970-ZZ-AVG,"호박죽, 끓인것",조리가공품류,100,74,82.2,1.2,1.1,14.9,-,2.1,7,1.7,-,20,139,155,-,-,-,-
R002971-ZZ-AVG,"갈색 거저리, 유충, 말린것",기타,100,537,0.3,51.39,30.43,14.41,1.95,12.8,46,4.92,241,809,947,71,11.27,1.585,0.817,146.78
R002972-ZZ-AVG,"갈색 거저리, 유충, 생것",기타,100,195,63.7,23.19,11,0.83,0.97,0.6,14,1.99,83,273,313,32,4.34,0.567,0.385,36.85
R002973-ZZ-AVG,"고로쇠나무, 수액",기타,100,5,98.5,0,0.02,1.44,1.08,0,8,0.02,1,0,6,0,0.01,0,0.073,0
R002974-ZZ-AVG,"누에, 유충, 가루 ",기타,100,482,9.8,50.85,26.53,10.06,0,0.2,109,5.23,206,498,756,79,8.97,1.113,7.257,9.32
R002975-ZZ-AVG,"단백질 보충제, 가루",기타,100,411,15,45.71,17.14,18.5,5.71,7.1,500,8.57,200,643,1129,329,7.14,1,-,33.8
R002976-ZZ-AVG,"단백질 보충제, 저지방, 가루",기타,100,396,12,50,12,22,4,2,1200,12,280,700,840,250,10,1.4,-,33.8
R002977-ZZ-AVG,"달팽이, 통조림",기타,100,82,79.9,16.5,1,0.8,-,-,400,3.9,37,130,5,260,1.5,3.07,0.38,-
R002978-ZZ-AVG,"달팽이, 생것",기타,100,90,79.2,16.1,1.4,2,0,0,10,3.5,250,272,382,70,1,0.4,-,27.4
R002979-ZZ-AVG,"대나무, 추출",기타,100,2,99.5,0,0.1,0.2,-,-,26,1.7,-,1,57,13,-,-,-,-
R002981-ZZ-AVG,"누에, 번데기, 통조림",기타,100,99,77.4,9.6,6.7,0,-,-,33,1.2,-,91,59,404,-,-,-,-
R002982-ZZ-AVG,"누에, 번데기, 말린것",기타,100,224,59.4,22.3,13.3,3.7,-,-,70,2.6,-,232,321,12,-,-,-,-
R002983-ZZ-AVG,"삼백초, 말린것",기타,100,301,9.1,12.1,3.8,67,-,-,1135,30.7,-,195,2444,8,-,-,-,-
R002984-ZZ-AVG,"삼백초, 잎, 말린것",기타,100,278,10.3,12.8,4.1,59.6,-,-,98,5.2,-,228,-,-,-,-,-,-
R002985-ZZ-AVG,"삼백초, 줄기, 말린것",기타,100,278,9.8,4.9,1.5,71.1,-,-,77,4.9,-,283,-,-,-,-,-,-
R002986-ZZ-AVG,"솔잎, 생것",기타,100,161,58.1,4.5,3.9,32.9,-,-,61,3.1,-,51,-,-,-,-,-,-
R002987-ZZ-AVG,"솔잎, 추출",기타,100,8,97.6,0.1,-,2.1,-,-,3,0.5,-,4,48,4,-,-,-,-
R002988-ZZ-AVG,"송화, 가루 ",기타,100,340,7.6,17.4,8.6,63.2,-,-,5,2,-,489,966,5,-,-,-,-
R002989-ZZ-AVG,"수세미, 수액",기타,100,4,98.1,0.8,-,0.7,-,-,2,0.2,-,32,26,3,-,-,-,-
R002990-ZZ-AVG,"인삼, 백삼, 말린것",기타,100,316,10.1,15.7,0.5,69.8,-,-,227,33.5,-,385,-,-,-,-,-,-
R002991-ZZ-AVG,"인삼, 수삼, 생것",기타,100,90,74.9,4.12,0.76,18.85,8.1,2.4,84,4.64,41,100,447,12,0.49,0.255,1.163,1.1
R002992-ZZ-AVG,"인삼, 홍삼, 말린것",기타,100,309,13.4,13.02,1.24,68.25,8.3,-,306,7.14,160,327,1268,45,1.44,0.962,3.476,3.57
R002993-ZZ-AVG,"인삼, 홍삼, 추출",기타,100,15,96.2,0.33,0.01,3.32,1.19,0.9,5,0.13,7,16,68,2,0.05,0.001,0.079,0
R002995-ZZ-AVG,"치자꽃, 생것",기타,100,66,82.8,1.3,0.1,14.9,-,-,39,3.3,-,35,43,8,-,-,-,-
R002996-ZZ-AVG,"팽창제, 베이킹파우더",기타,100,51,4,0.1,0,24.1,0,0.2,7364,11.27,39,9918,5,7893,0.02,0.013,0.014,0.2
R002997-ZZ-AVG,"팽창제, 효모, 말린것",기타,100,313,8.7,37.1,6.8,43.1,0.1,32.6,19,13,91,840,1600,120,3.4,0.2,0.4,2
R002998-ZZ-AVG,프로폴리스,기타,100,642,2.1,0.5,50.3,46.9,-,-,18,2.7,-,16,84,19,-,-,-,-
R002999-ZZ-AVG,"흰점박이 꽃무지, 유충, 말린것",기타,100,463,1.6,54.13,18.52,19.99,0.18,19.1,218,7.63,322,700,1856,207,9.27,2.319,3.456,20.34
R003000-ZZ-AVG,"흰점박이 꽃무지, 유충, 생것",기타,100,122,74.7,15.78,5.2,2.9,0,1.4,71,2.11,88,191,468,42,2.4,0.68,0.959,4.14
R003001-ZZ-AVG,"들깨, 볶은것",견과류 및 종실류,100,532,0.9,23.59,36.23,35.53,1.48,22,416,7.5,315,726,599,5,6.78,1.861,4.611,6.1
R003002-ZZ-AVG,"배추, 우거지, 말린것",채소류,100,278,12.8,14.38,3.89,58.92,25.52,29.6,981,9.45,156,452,3513,153,6.25,0.373,5.274,13.66
R003003-ZZ-AVG,"배추, 우거지, 말린것, 삶은것",채소류,100,23,93.2,1.68,0.24,4.6,0.12,4,111,0.89,9,26,29,4,0.51,0.022,0.722,2.56
R003004-ZZ-AVG,"산마늘(명이나물) 장아찌, 초절임",채소류,100,55,82.1,2.37,0.62,12.19,7.83,3.4,44,0.72,18,34,191,865,0.33,0.032,0.451,6.85
R003005-ZZ-AVG,"표고버섯, 배지재배, 생것",버섯류,100,31,84,3.9,0.38,10.84,0.36,6.6,5,0.51,20,95,358,3,1.18,0.071,0.273,1.9
R003006-ZZ-AVG,"표고버섯, 배지재배, 말린것",버섯류,100,178,8.9,22.42,2.14,61.81,2.27,26.4,21,2.43,100,546,1873,12,6.28,0.408,1.53,9.76
R003007-ZZ-AVG,"표고버섯, 배지재배, 말린것, 삶은것",버섯류,100,29,85.6,3.2,0.36,10.55,0.55,10.5,6,0.33,10,51,97,2,1.27,0.079,0.151,2.09
R003008-ZZ-AVG,"표고버섯, 배지재배, 데친것",버섯류,100,25,87.4,3,0.34,8.63,0.51,7.7,5,0.42,14,76,252,2,1.02,0.053,0.193,1.18
R003009-ZZ-AVG,"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",육류,100,391,49.1,14.7,36.43,0,0,0,4,1.76,15,135,210,40,4.35,0.024,0.013,18.76
R003010-ZZ-AVG,"소고기, 한우(1+등급), 갈비(본갈비), 생것",육류,100,375,51.2,14.69,34.65,0,0,0,4,2.03,13,122,196,42,4.53,0.031,0.011,16.77
R003011-ZZ-AVG,"소고기, 한우(1+등급), 갈비(안창살), 생것",육류,100,310,56.4,15.25,27.19,0,0,0,3,3.25,18,168,234,42,3.89,0.105,0.022,19.21
R003012-ZZ-AVG,"소고기, 한우(1+등급), 갈비(제비추리), 생것",육류,100,184,69.6,21.13,10.45,0,0,0,4,2.8,19,181,266,39,6.84,0.065,0.017,18.92
R003013-ZZ-AVG,"소고기, 한우(1+등급), 갈비(참갈비), 생것",육류,100,361,52.7,14.82,32.98,0,0,0,3,1.79,15,134,226,38,5.06,0.032,0.01,18.71
R003014-ZZ-AVG,"소고기, 한우(1+등급), 갈비(토시살), 생것",육류,100,261,62.5,15.69,21.52,0,0,0,3,3.38,18,147,254,42,4.3,0.109,0.021,20.67
R003015-ZZ-AVG,"소고기, 한우(1+등급), 등심(꽃등심살), 생것",육류,100,332,54.6,17.1,28.72,0,0,0,3,2.13,17,141,256,38,4.83,0.042,0.011,20.02
R003016-ZZ-AVG,"소고기, 한우(1+등급), 등심(살치살), 생것",육류,100,390,48.5,13.27,36.91,0,0,0,3,2.15,14,130,196,38,4.42,0.042,0.013,19.36
R003017-ZZ-AVG,"소고기, 한우(1+등급), 등심(아래등심살), 생것",육류,100,288,57.6,18.23,23.34,0,0,0,3,1.95,19,154,274,34,4.06,0.031,0.014,20.94
R003018-ZZ-AVG,"소고기, 한우(1+등급), 등심(윗등심살), 생것",육류,100,329,54.6,16.98,28.45,0,0,0,4,2.38,15,134,237,41,5.36,0.042,0.014,18.68
R003019-ZZ-AVG,"소고기, 한우(1+등급), 목심(목심살), 생것",육류,100,222,63.3,20.83,14.75,0,0,0,4,2.56,19,176,272,46,5.98,0.049,0.02,19.19
R003020-ZZ-AVG,"소고기, 한우(1+등급), 사태(뒷사태), 생것",육류,100,151,71.5,20.57,7.01,0,0,0,3,2.82,17,163,300,56,5.51,0.06,0.018,16.91
R003021-ZZ-AVG,"소고기, 한우(1+등급), 사태(뭉치사태), 생것",육류,100,137,72.6,21.89,4.85,0,0,0,3,2.89,21,185,323,48,5.75,0.047,0.013,18.42
R003022-ZZ-AVG,"소고기, 한우(1+등급), 사태(상박살), 생것",육류,100,207,66.8,20.12,13.38,0,0,0,3,2.73,16,167,273,53,6.25,0.075,0.014,18.41
R003023-ZZ-AVG,"소고기, 한우(1+등급), 사태(아롱사태), 생것",육류,100,236,63,20.6,16.38,0,0,0,4,2.56,17,159,235,62,5.56,0.074,0.014,17.88
R003024-ZZ-AVG,"소고기, 한우(1+등급), 사태(앞사태), 생것",육류,100,152,72.9,22.05,6.41,0,0,0,3,2.63,20,172,300,57,6.51,0.056,0.015,18.08
R003025-ZZ-AVG,"소고기, 한우(1+등급), 살코기, 생것",육류,100,223,56.5,17.06,16.97,0,0,0,3,2.12,13,131,248,40,4.4,0.043,0.012,17.24
R003026-ZZ-AVG,"소고기, 한우(1+등급), 설도(도가니살), 생것",육류,100,168,70.2,20.02,9.18,0,0,0,3,2.86,20,175,309,46,5.48,0.06,0.013,18.09
R003027-ZZ-AVG,"소고기, 한우(1+등급), 설도(보섭살), 생것",육류,100,176,69.4,21.82,9.21,0,0,0,3,2.87,20,181,321,42,4.7,0.053,0.014,19.94
R003028-ZZ-AVG,"소고기, 한우(1+등급), 설도(삼각살), 생것",육류,100,207,65.8,19.38,13.74,0,0,0,3,2.02,20,179,332,44,4.78,0.034,0.011,19.4
R003029-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",육류,100,207,66.4,19.2,13.81,0,0,0,3,2.75,18,170,290,42,4.84,0.06,0.014,19.18
R003030-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃살), 생것",육류,100,188,68.8,21.5,10.69,0,0,0,3,2.52,19,173,307,44,4.13,0.048,0.012,19.55
R003031-ZZ-AVG,"소고기, 한우(1+등급), 안심(안심살), 생것",육류,100,206,67.5,20.69,13.03,0,0,0,2,2.63,22,169,294,37,4.35,0.064,0.013,19.87
R003032-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",육류,100,210,64.6,18.61,14.51,0,0,0,3,2,14,137,256,35,3.89,0.041,0.01,18.53
R003033-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",육류,100,185,70.2,19.04,11.51,0,0,0,3,2.65,17,165,282,49,5.84,0.058,0.012,19.56
R003034-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",육류,100,159,70.6,20.7,7.85,0,0,0,3,2.58,18,171,319,57,5.79,0.052,0.013,19.06
R003035-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채살), 생것",육류,100,244,63.6,17.42,18.84,0,0,0,2,2.48,16,155,265,49,5.18,0.053,0.013,19.57
R003036-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",육류,100,185,68.6,20.74,10.71,0,0,0,3,3,18,173,308,44,5.48,0.068,0.021,20.1
R003037-ZZ-AVG,"소고기, 한우(1+등급), 양지(앞치마살), 생것",육류,100,289,59.4,17.38,23.81,0,0,0,2,2.31,16,161,305,40,5.59,0.05,0.014,19.68
R003038-ZZ-AVG,"소고기, 한우(1+등급), 양지(양지머리), 생것",육류,100,194,68.1,19.77,12.11,0,0,0,3,2.4,21,161,306,52,5.16,0.057,0.014,18.84
R003039-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진살), 생것",육류,100,325,56.4,15.09,28.85,0,0,0,4,1.61,14,133,208,40,4.27,0.029,0.01,17.6
R003040-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진안살), 생것",육류,100,297,59,18.09,24.35,0,0,0,5,2.44,18,162,263,45,5.24,0.064,0.012,17.87
R003041-ZZ-AVG,"소고기, 한우(1+등급), 양지(차돌박이), 생것",육류,100,467,42.5,11.16,46.45,0,0,0,5,1.2,11,94,160,60,2.47,0.033,0.012,14.71
R003042-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마살), 생것",육류,100,235,64.4,17.64,17.69,0,0,0,3,2.46,18,147,270,44,6.35,0.048,0.014,20.63
R003043-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마양지), 생것",육류,100,212,66,20.81,13.71,0,0,0,3,1.71,19,159,309,51,4.67,0.029,0.01,19.35
R003044-ZZ-AVG,"소고기, 한우(1+등급), 우둔(우둔살), 생것",육류,100,163,70.3,22.68,7.33,0,0,0,2,2.64,23,184,316,41,4.05,0.055,0.014,20.37
R003045-ZZ-AVG,"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",육류,100,158,71.4,21.61,7.31,0,0,0,3,1.99,20,182,348,41,4.03,0.041,0.011,19.43
R003046-ZZ-AVG,"소고기, 한우(1+등급), 채끝(채끝살), 생것",육류,100,305,56.3,17.92,25.29,0,0,0,4,1.92,19,151,252,34,3.47,0.035,0.01,21.16
R003047-ZZ-AVG,"커피, 에스프레소",차류,100,22,93.9,0.2,0.22,4.93,0.04,0,7,0,26,19,443,1,0,0.001,0.099,0.84
R003048-ZZ-AVG,"커피, 커피가루, 인스턴트",차류,100,348,3.6,19.81,0.49,66.06,0,0,159,1.7,369,348,3822,42,0,0,2.529,19.64
R003049-ZZ-AVG,"샌드위치, 햄, 치즈, 채소",조리가공품류,100,214,57.4,8.66,10.38,21.55,4.67,5.5,78,0.56,25,165,187,532,0.72,0.061,0.374,12.57
R003050-ZZ-AVG,"옥수수, 메옥수수, 강다옥, 말린것",곡류 및 그 제품,100,361,10.7,9.82,4.46,73.68,1.32,9.4,25,2.56,113,353,375,2,2.3,0.164,0.786,1.76
R003051-ZZ-AVG,"옥수수, 메옥수수, 광평옥, 말린것",곡류 및 그 제품,100,358,11.5,9.73,4.69,72.54,1.41,11,8,2.54,118,339,370,3,2.74,0.173,0.68,1.36
R003052-ZZ-AVG,"옥수수, 메옥수수, 다안옥, 말린것",곡류 및 그 제품,100,356,11.4,10.25,4.28,72.49,1.54,7.6,6,2.58,103,351,325,2,2.68,0.139,0.788,1.45
R003053-ZZ-AVG,"옥수수, 메옥수수, 다평옥, 말린것",곡류 및 그 제품,100,359,10.7,9.02,3.64,75.32,2.13,5.7,19,3.16,91,289,353,4,2.87,0.111,0.86,0
R003054-ZZ-AVG,"옥수수, 메옥수수, 신광옥, 말린것",곡류 및 그 제품,100,354,10.9,9.79,3.06,74.78,1.7,7.1,9,2.77,104,316,326,5,3.97,0.145,0.843,0
R003055-ZZ-AVG,"옥수수, 메옥수수, 신황옥, 말린것",곡류 및 그 제품,100,357,10.6,10.22,3.62,74.14,2.51,7.2,8,3.06,107,348,375,2,3.17,0.211,0.921,0
R003056-ZZ-AVG,"옥수수, 메옥수수, 안다옥, 말린것",곡류 및 그 제품,100,356,10.6,10.25,3.41,74.3,2.27,6.8,7,2.37,106,320,318,3,2.61,0.161,0.726,0
R003057-ZZ-AVG,"옥수수, 메옥수수, 양안옥, 말린것",곡류 및 그 제품,100,358,10.5,9.56,3.61,74.98,1.73,7.2,9,2.08,81,240,290,6,3.16,0.095,0.804,0.38
R003058-ZZ-AVG,"옥수수, 메옥수수, 장다옥, 말린것",곡류 및 그 제품,100,357,10.5,11,3.76,73.36,2.26,4.4,9,2.93,93,295,313,2,3.11,0.334,0.977,0
R003059-ZZ-AVG,"옥수수, 메옥수수, 창다옥, 말린것",곡류 및 그 제품,100,360,10.4,8.93,3.47,75.96,1.79,6.2,6,2.29,89,270,299,4,2.12,0.111,0.609,0
R003060-ZZ-AVG,"옥수수, 메옥수수, 청안옥, 말린것",곡류 및 그 제품,100,360,10.3,9.11,3.8,75.29,2.4,6.2,8,2.17,92,325,371,2,2.51,0.201,0.825,0
R003061-ZZ-AVG,"옥수수, 메옥수수, 평강옥, 말린것",곡류 및 그 제품,100,359,10.3,9.45,3.54,75.3,2.16,6.7,6,2.72,89,287,341,1,2.48,0.147,0.784,0
R003062-ZZ-AVG,"옥수수, 메옥수수, 평안옥, 말린것",곡류 및 그 제품,100,358,10.8,11.77,4.61,71.24,2.26,7.8,7,2.52,128,412,368,4,2.87,0.137,1.259,0.05
R003063-ZZ-AVG,"옥수수, 메옥수수, 황다옥, 말린것",곡류 및 그 제품,100,358,10.4,10.32,3.65,74.27,1.64,6.2,9,3.13,109,353,375,2,3.99,0.36,1.208,0.61
R003064-ZZ-AVG,"옥수수, 찰옥수수, 삶은것",곡류 및 그 제품,100,140,64.7,4.22,1.42,28.85,0.5,4.4,6,0.9,49,127,234,2,0.93,0.093,0.377,1.01
R003065-ZZ-AVG,"옥수수 과자, 팝콘, 카라멜맛",곡류 및 그 제품,100,459,2.4,4.77,14.36,77.74,34.78,8.6,22,1.42,52,147,143,49,1.44,0.036,0.371,3.88
R003066-ZZ-AVG,"젤리, 구미",당류,100,344,14.5,7.5,0.42,77.53,50,0,6,0.18,0,2,8,5,0.34,0.002,0.014,1.22
R003067-ZZ-AVG,"초코바, 땅콩 카라멜",당류,100,479,5.8,9.36,21.51,61.98,48.03,-,65,1.59,74,179,321,138,1.25,0.301,1.282,6.23
R003068-ZZ-AVG,"초코바, 쿠키 카라멜",당류,100,489,4.8,4.33,22.33,67.6,43.07,1.1,83,1.63,27,106,203,151,0.61,0.152,0.248,3.48
R003069-ZZ-AVG,"초콜릿, 크런치 초콜릿",당류,100,520,1.9,7.25,26.81,62.49,44.12,1.9,174,2.74,75,213,406,101,1.3,0.426,0.549,8.99
R003070-ZZ-AVG,"팥, 팥빙수용 단팥",당류,100,206,49.2,4.51,0.22,45.63,36.53,5.4,24,0.87,20,63,149,26,0.89,0.146,0.269,0.57
R003071-ZZ-AVG,"도토리묵, 가루",견과류 및 종실류,100,366,9.7,1.7,1.23,87.09,0.01,-,56,1.19,7,15,78,5,0.59,0.124,1.356,0.66
R003072-ZZ-AVG,"밤, 구운것, 레토르트",견과류 및 종실류,100,199,50.4,4.48,1.1,42.81,7.63,3.8,26,0.95,59,84,385,3,0.78,0.379,1.908,0.9
R003073-ZZ-AVG,"마늘, 난지형, 통마늘, 구운것",채소류,100,141,60.1,8.29,0.17,30.42,0.03,2.2,8,1.56,27,163,415,2,0.72,0.04,0.297,3.2
R003074-ZZ-AVG,"마늘, 난지형, 냉동",채소류,100,126,64.3,7.38,0.07,27.29,0.12,3,7,0.99,23,133,365,1,0.91,0.262,0.276,2.6
R003075-ZZ-AVG,"마늘, 중국산, 데친것",채소류,100,127,66.3,6.74,1.21,24.27,2.4,4.7,13,0.83,28,145,563,14,0.58,0.13,0.29,1.73
R003076-ZZ-AVG,"무, 조선무, 데친것",채소류,100,15,95.8,0.53,0.18,3.27,1.85,1.4,19,0.12,7,20,135,7,0.13,0.005,0.181,0.33
R003077-ZZ-AVG,"바질잎, 생것 ",채소류,100,32,90.1,2.43,0.71,5.56,0.8,2.6,238,0.64,46,69,340,3,0.77,0.153,0.763,1.43
R003078-ZZ-AVG,"바질잎, 데친것 ",채소류,100,34,89.4,2.81,0.7,5.9,0.37,2.7,270,0.67,45,66,290,1,0.77,0.131,0.634,1.15
R003079-ZZ-AVG,"호박, 늙은호박, 삶은것",채소류,100,24,93.7,0.6,0.13,5.23,2.55,1.4,20,0.06,4,19,139,0,0.1,0.001,0.047,0.29
R003080-ZZ-AVG,"노루궁뎅이버섯, 데친것",버섯류,100,18,90.9,3.28,0.4,4.68,0.12,3.4,1,0.58,7,75,308,5,1.02,0.11,0.06,0.85
R003081-ZZ-AVG,"느타리버섯, 말린것",버섯류,100,189,4.1,25.1,3.9,60.72,-,57.2,0,9.31,157,955,2038,19,8.69,0.545,0.791,51.64
R003082-ZZ-AVG,"느타리버섯, 말린것(자연건조)",버섯류,100,182,6.3,25.36,2.98,58.92,-,57.2,1,11.73,157,961,2017,19,9.17,0.523,0.798,51.28
R003083-ZZ-AVG,"동충하초, 누에동충하초, 생것",버섯류,100,27,86.3,5.56,0.38,7.07,0.33,-,2,0.12,20,168,230,23,1.74,0.287,0.078,4.77
R003084-ZZ-AVG,"만가닥버섯, 데친것",버섯류,100,17,91,2.75,0.36,5.06,0.03,4,1,0.33,9,72,315,2,0.43,0.043,0.168,0.57
R003085-ZZ-AVG,"목이버섯, 말린것(자연건조)",버섯류,100,183,6.7,14.1,1.99,72.78,1.66,53,602,7.22,248,317,1004,157,2.32,0.205,20.514,5.49
R003086-ZZ-AVG,"목이버섯, 흰백목이, 생것",버섯류,100,28,85.6,1.2,0.55,11.58,0.18,5.5,5,0.04,8,42,361,7,0.46,0.031,0,0.51
R003087-ZZ-AVG,"목이버섯, 흰백목이, 데친것",버섯류,100,18,91.2,1.02,0.43,7.01,0.1,3.4,4,0.02,5,19,201,4,0.31,0.017,0,0
R003088-ZZ-AVG,"상황버섯, 추출",버섯류,100,3,99.4,0.07,0.01,0.56,0.12,0,1,0.05,2,12,13,1,0.01,0.007,0.028,0.31
R003089-ZZ-AVG,"아위버섯, 데친것",버섯류,100,27,86.7,3.62,0.43,8.69,0.01,6,3,0.3,16,107,263,5,1.32,0.041,0.099,4.18
R003090-ZZ-AVG,"영지버섯, 추출",버섯류,100,0,99.9,0.07,0.01,0.03,0,0,0,0.04,0,1,4,1,0,0,0.008,0.07
R003091-ZZ-AVG,"잎새버섯, 데친것",버섯류,100,16,92.1,2.26,0.57,4.46,0,4.4,1,0.4,9,76,279,0,0.75,0.328,0.048,1.57
R003092-ZZ-AVG,"큰느타리버섯(새송이버섯), 말린것",버섯류,100,179,6.1,25.05,2.07,59.81,4.88,32.2,3,3.36,111,772,2696,42,7.52,0.807,0.734,13.28
R003093-ZZ-AVG,"큰느타리버섯(새송이버섯), 말린것(자연건조)",버섯류,100,171,9.6,26.23,2.09,54.68,4.69,31,6,3.71,114,890,2745,45,9,0.657,0.904,15.87
R003094-ZZ-AVG,"팽이버섯, 갈색팽이, 생것",버섯류,100,21,89.2,3.06,0.6,6.13,0.65,3.7,5,0.47,16,92,434,5,0.58,0.057,0.068,0.68
