SAMPLE_ID,식품명,식품상세분류,1회제공량,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R002756-ZZ-AVG,돈까스 소스,조미료류,100,133,62.1,0.6,0.02,32.54,22.31,0,12,0.21,8,14,161,1713,0.07,0.012,0.11,8.07
R002757-ZZ-AVG,"된장, 개량, 찌개용",조미료류,100,173,52.5,12.5,5.59,18.5,5.4,9.1,92,2.17,69,195,609,4206,1.3,0.251,0.82,69.23
R002758-ZZ-AVG,"된장, 보리",조미료류,100,164,54.5,10.9,2.1,25.3,-,-,39,1.2,-,233,434,-,-,-,-,-
R002759-ZZ-AVG,"된장, 개량",조미료류,100,137,54.7,11.1,3.7,15,-,-,81,7,-,142,525,4991,-,-,-,-
R002760-ZZ-AVG,"된장, 일식(미소)",조미료류,100,187,46.8,11.71,6.03,21.84,5.55,9.8,71,1.44,69,174,484,4616,1.14,0.282,0.599,49.12
R002761-ZZ-AVG,"된장, 재래",조미료류,100,193,47.8,13.73,7.25,18.94,5.45,10.3,79,2.07,74,218,539,4339,1.46,0.328,1.264,67.58
R002762-ZZ-AVG,라면 스프,조미료류,100,246,3.6,17.4,3.1,37.2,-,-,34,2.6,-,164,525,21194,-,-,-,-
R002763-ZZ-AVG,"라벤다, 말린것",조미료류,100,330,7.4,12.6,8.7,63.3,-,-,871,17.3,-,246,2530,35,-,-,-,-
R002764-ZZ-AVG,"레몬그라스(시트로넬라), 생것",조미료류,100,99,70.58,1.82,0.49,25.31,-,-,65,8.17,60,101,723,6,2.23,0.266,5.224,0.7
R002765-ZZ-AVG,"로즈마리, 말린것",조미료류,100,373,6.5,8.5,15.8,61.5,-,-,707,8.2,-,234,2659,229,-,-,-,-
R002766-ZZ-AVG,마늘 페이스트,조미료류,100,171,52.1,4.7,0.5,37,-,-,22,0.7,22,100,440,1800,0.5,0.09,0.16,4
R002767-ZZ-AVG,"마늘, 가루 ",조미료류,100,315,9.7,18.62,0.98,66.44,2.87,1.3,63,4.48,70,405,1420,28,2.09,0.3,1.023,8.95
R002769-ZZ-AVG,"마요네즈, 전란",조미료류,100,682,18.6,0.95,72.56,6.39,1.55,0.6,14,0.41,1,40,24,482,0.47,0.001,0,2.31
R002770-ZZ-AVG,맛술,조미료류,100,146,63.8,0.3,0.3,35.5,-,-,1,0.3,-,13,13,32,-,-,-,-
R002771-ZZ-AVG,"민트, 말린것",조미료류,100,294,9.7,17.5,6.1,56.2,-,-,1763,8.3,-,513,3032,28,-,-,-,-
R002772-ZZ-AVG,바비큐 소스,조미료류,100,143,61.3,1.38,0.54,33.08,25.97,0,20,0.38,16,26,265,1568,0.19,0.064,0.223,6.59
R002773-ZZ-AVG,발사믹식초,조미료류,100,88,76.45,0.49,0,17.03,14.95,-,27,0.72,12,19,112,23,0.08,0.026,0.131,-
R002774-ZZ-AVG,"뽕잎, 가루 ",조미료류,100,275,9.1,24.2,2.7,54.2,-,-,1050,-,-,430,5380,60,-,-,-,-
R002775-ZZ-AVG,사프란,조미료류,100,310,11.9,11.43,5.85,65.37,-,3.9,111,11.1,264,252,1724,148,1.09,0.328,28.408,5.6
R002776-ZZ-AVG,"산초, 가루",조미료류,100,302,12,9.66,4.01,68.57,0,56.6,1538,14.2,125,191,1220,7,1.51,0.56,2.002,13.65
R002777-ZZ-AVG,"샐러드 드레싱, 사우전드아일랜드",조미료류,100,287,55.8,1,23.23,18.44,10.79,0,10,0.28,3,11,58,571,0.1,0.013,0.029,6.81
R002778-ZZ-AVG,"샐러드 드레싱, 이탈리안",조미료류,100,155,70.7,0.33,9.54,16.92,9.44,0,12,0.14,11,9,54,926,0.08,0.008,0.045,6.04
R002779-ZZ-AVG,"샐러드 드레싱, 프렌치",조미료류,100,457,36.56,0.77,44.81,15.58,15.95,0,24,0.8,5,19,67,836,0.29,0,0.021,0
R002780-ZZ-AVG,생강 페이스트,조미료류,100,43,88.2,0.7,0.6,8.6,-,-,16,0.3,17,14,140,580,0.1,0.04,3.58,1
R002781-ZZ-AVG,"생강, 가루 ",조미료류,100,338,6.8,12.55,3.29,71.74,2.27,0.1,118,15.52,231,210,2432,32,2.91,0.442,35.033,3.91
R002782-ZZ-AVG,소금,조미료류,100,0,0.3,0,0,0,-,-,40,0.2,-,0,135,33597,-,-,-,-
R002783-ZZ-AVG,"소금, 가공염, 죽염",조미료류,100,0,0.3,0.01,0.01,0,0,0,56,11.94,91,117,1262,38330,0.3,0.361,2.29,12.92
R002784-ZZ-AVG,"소금, 가공염, 퉁퉁마디(함초)",조미료류,100,21,1.9,0,0.01,5.17,0,0,185,0.92,1111,7,465,33490,0,0,0.665,-
R002785-ZZ-AVG,"소금, 굵은소금",조미료류,100,0,10.4,0,0,0,-,-,153,2.4,-,0,318,32220,-,-,-,-
R002786-ZZ-AVG,"소금, 정제염",조미료류,100,2,0.1,0,0.01,0.39,0,0,30,0,24,2,552,36025,0,0,0.05,22.88
R002787-ZZ-AVG,"소금, 천일염",조미료류,100,20,8.2,0,0,5.1,-,-,123,3.7,-,-,343,33565,-,-,-,-
R002788-ZZ-AVG,"소금, 천일염, 가는소금",조미료류,100,24,1.6,0.06,0,5.95,0,2,142,0.65,1150,0,491,33417,0,0,0.401,49.99
R002789-ZZ-AVG,"소금, 천일염, 굵은소금",조미료류,100,15,4.9,0,0,3.87,0,1.8,114,0.73,506,0,383,34205,0,0,0.18,21.08
R002790-ZZ-AVG,"소금, 천일염, 소금꽃",조미료류,100,21,3.7,0,0,5.3,-,-,58,5.8,-,-,96,40626,-,-,-,-
R002791-ZZ-AVG,"소금, 천일염, 토판염",조미료류,100,16,4.8,0,0,4.1,-,-,62,6.2,-,-,46,38659,-,-,-,-
R002792-ZZ-AVG,"소금, 프랑스, 소금꽃",조미료류,100,11,4.2,0,0,2.8,-,-,120,5.1,-,-,132,36693,-,-,-,-
R002793-ZZ-AVG,"소금, 프랑스, 토판염",조미료류,100,16,5.7,0,0,4,-,-,149,26.4,-,-,125,39612,-,-,-,-
R002794-ZZ-AVG,"스파게티 소스, 병조림",조미료류,100,81,80.4,1.52,2.4,13.43,6.72,2.7,34,0.74,18,30,340,585,0.17,0.064,0.104,14.48
R002795-ZZ-AVG,"식초, 감식초",조미료류,100,10,97.1,1.62,0,0.9,0,0,7,0.6,11,17,276,2,0.17,0,0.489,0.68
R002797-ZZ-AVG,"식초, 사과식초",조미료류,100,11,92.2,0,0,2.7,-,-,3,0.1,-,5,12,2,-,-,-,-
R002798-ZZ-AVG,"식초, 쌀식초",조미료류,100,46,87.9,0.2,0,7.4,-,-,2,0.1,6,15,16,12,0.2,tr,-,tr
R002800-ZZ-AVG,"식초, 양조",조미료류,100,1,99.6,0.02,0,0.34,0,0,3,0,1,11,2,1,0,0,0.024,0.34
R002801-ZZ-AVG,"식초, 포도식초",조미료류,100,22,93.7,0.1,tr,1.2,-,0,3,0.2,2,8,22,4,tr,0.01,0.03,0
R002803-ZZ-AVG,"식초, 현미식초",조미료류,100,17,95.6,0.1,0.01,4.18,0,0,3,0.03,2,15,19,2,0,0.001,0.016,0.25
R002804-ZZ-AVG,쌈장,조미료류,100,240,38.4,9.88,4.81,39.18,25.71,9.7,62,1.76,56,137,472,2619,0.99,0.202,0.824,16.38
R002805-ZZ-AVG,"양파, 가루 ",조미료류,100,364,5,8.8,1.1,79.8,-,-,140,3.1,160,290,1300,52,3.2,0.55,1.9,-
R002806-ZZ-AVG,"오레가노, 말린것",조미료류,100,265,9.93,9,4.28,68.92,4.09,42.5,1597,36.8,270,148,1260,25,2.69,0.633,4.99,4.5
R002807-ZZ-AVG,"올스파이스, 가루 ",조미료류,100,374,9.2,5.6,5.6,75.2,-,-,710,4.7,130,110,1300,53,1.2,0.53,0.72,-
R002808-ZZ-AVG,우스터 소스,조미료류,100,74,76.5,0.5,0.1,17.7,-,-,35,0.8,-,13,230,1671,-,-,-,-
R002809-ZZ-AVG,"월계수, 잎, 말린것",조미료류,100,313,5.44,7.61,8.36,74.97,-,26.3,834,43,120,113,529,23,3.7,0.416,8.167,2.8
R002810-ZZ-AVG,육두구,조미료류,100,559,6.3,5.7,38.5,47.5,-,-,160,2.5,180,210,430,15,1.3,1.2,2.68,-
R002811-ZZ-AVG,"정향, 가루 ",조미료류,100,417,7.5,7.2,13.6,66.4,-,-,640,9.9,250,95,1400,280,1.1,0.39,93,-
R002813-ZZ-AVG,"조미료, 멸치맛, 가루 ",조미료류,100,211,4.1,14.12,2.81,32.37,4.51,0,235,1.72,190,258,880,14404,1.11,0.048,0.405,89.55
R002814-ZZ-AVG,"조미료, 쇠고기맛, 가루 ",조미료류,100,257,2.2,5.86,4.09,49.07,14.87,0,91,0.81,358,211,566,15836,1.17,0.016,0.329,19.22
R002815-ZZ-AVG,"조미료, 액상",조미료류,100,77,65.6,6.19,0,13.02,0,0,9,0.6,33,116,319,6166,0.3,0.003,0.319,2.09
R002818-ZZ-AVG,"짜장 소스, 가루",조미료류,100,351,4,10.51,4.33,67.42,10.23,0,76,1.12,36,133,297,5251,0.56,0.108,0.731,33.87
R002819-ZZ-AVG,"짜장 소스, 레토르트",조미료류,100,93,79.1,2.42,3.22,13.5,0,1.4,110,0.33,14,48,147,539,0.24,0.017,0.134,4.1
R002820-ZZ-AVG,청국장,조미료류,100,108,70.7,10.2,0.8,14.9,-,-,96,3.8,-,177,602,961,-,-,-,-
R002821-ZZ-AVG,"청국장, 가루 ",조미료류,100,411,4.4,38.8,16.4,28.8,-,-,207,9,-,626,1665,2487,-,-,-,-
R002822-ZZ-AVG,"청국장, 찌개용",조미료류,100,136,64,10.93,5.88,10.42,1.55,7.3,81,1.75,59,184,460,3083,1.11,0.256,0.685,44.21
R002823-ZZ-AVG,초고추장,조미료류,100,211,35.5,3.79,1.17,53.78,36.02,2.4,19,1.27,32,82,247,1962,0.6,0.086,0.891,10.93
R002824-ZZ-AVG,춘장,조미료류,100,206,44,11.8,4.16,30.46,8.06,7.9,54,1.78,61,156,384,3399,1.08,0.232,1.033,70.82
R002825-ZZ-AVG,칠리 소스,조미료류,100,115,67.3,1.8,0.1,26.3,-,1.9,27,0.9,23,32,500,1200,0.2,0.15,0.15,-
R002826-ZZ-AVG,"칠리, 가루 ",조미료류,100,374,3.8,15,8.2,60.1,-,-,280,29.3,210,260,3000,2500,2.2,1,1.62,-
R002827-ZZ-AVG,"카레, 가루 ",조미료류,100,425,5.2,8.38,18.69,55.76,6.65,0,84,2.02,49,119,514,4059,0.66,0.159,1.012,79.08
R002828-ZZ-AVG,"카레, 레토르트",조미료류,100,72,82.7,2.47,1.89,11.39,7.48,2.8,14,0.43,10,37,158,482,0.33,0.033,0.139,6.13
R002829-ZZ-AVG,"코리아타임, 말린것",조미료류,100,378,5.2,1.4,6.2,79.2,-,-,745,8.7,-,246,2391,76,-,-,-,-
R002830-ZZ-AVG,"타라곤, 말린것",조미료류,100,295,7.74,22.77,7.24,50.22,-,7.4,1139,32.3,347,313,3020,62,3.9,0.677,7.967,4.4
R002831-ZZ-AVG,"타임, 가루 ",조미료류,100,352,9.8,6.5,5.2,69.8,-,-,1700,110,300,85,980,13,2,0.57,6.67,-
R002832-ZZ-AVG,템페,조미료류,100,192,59.65,20.29,10.8,7.64,-,-,111,2.7,81,266,412,9,1.14,0.56,1.3,0
R002833-ZZ-AVG,토마토 소스,조미료류,100,44,87.1,2,0.2,8.5,-,1.1,18,0.9,20,42,340,240,0.2,0.16,-,-
R002834-ZZ-AVG,"토마토 소스, 케첩",조미료류,100,135,62.6,1.78,0.08,31.73,20.76,4,20,0.13,20,36,477,1063,0.18,0.08,0.142,5.29
R002835-ZZ-AVG,"파슬리, 말린것",조미료류,100,292,5.89,26.63,5.48,50.64,7.27,26.7,1140,22.04,400,436,2683,452,5.44,0.78,9.81,14.1
R002836-ZZ-AVG,"파프리카, 가루 ",조미료류,100,389,10,15.5,11.6,55.6,-,-,170,21.1,220,320,2700,60,10.3,1.08,1,10
R002837-ZZ-AVG,"페퍼민트, 생것",조미료류,100,70,78.65,3.75,0.94,14.89,-,8,243,5.08,80,73,569,31,1.11,0.329,1.176,-
R002838-ZZ-AVG,핫 소스,조미료류,100,47,86.3,1.44,0.63,8.8,5.72,0,17,0.52,16,34,273,989,0.07,0.069,0.095,2.07
R002839-ZZ-AVG,"후추, 검은후추, 가루 ",조미료류,100,362,11.5,12.87,5,66.33,0.65,0,391,12.97,170,151,1366,6,0.75,1.083,22.172,11.82
R002841-ZZ-AVG,간짜장,조리가공품류,100,127,71.3,3.4,3.4,20.6,-,4.4,18,5.3,-,36,112,418,-,-,-,-
R002842-ZZ-AVG,갈비탕,조리가공품류,100,40,91.5,4.6,1.8,1.3,-,0.4,14,4.4,-,25,42,286,-,-,-,-
R002843-ZZ-AVG,"게살죽, 끓인것",조리가공품류,100,71,82.8,2.2,0.9,13.4,-,0.7,13,1,-,24,43,182,-,-,-,-
R002844-ZZ-AVG,고추잡채,조리가공품류,100,128,74.1,5.5,6,13.1,-,2.3,16,12.3,-,54,135,414,-,-,-,-
R002845-ZZ-AVG,곰탕,조리가공품류,100,83,85.9,10,4.3,1,-,0.2,7,6.8,-,33,41,118,-,-,-,-
R002846-ZZ-AVG,김밥,조리가공품류,100,158,63,3.6,3.2,28.8,-,3.2,30,5.1,-,60,95,417,-,-,-,-
R002847-ZZ-AVG,"김밥, 김치 김밥",조리가공품류,100,138,67.2,4.4,2.6,24.3,-,1.9,31,6.8,-,58,125,458,-,-,-,-
R002848-ZZ-AVG,"김밥, 샐러드 김밥",조리가공품류,100,162,64.9,3.8,5.4,24.6,-,1.3,26,4.9,-,56,102,364,-,-,-,-
R002849-ZZ-AVG,"김밥, 소고기 김밥",조리가공품류,100,161,63.3,6.4,3.9,25,-,1.8,28,6.8,-,76,122,424,-,-,-,-
R002850-ZZ-AVG,"김밥, 참치 김밥",조리가공품류,100,167,63.3,5.8,5.1,24.5,-,2.7,25,5,-,64,108,346,-,-,-,-
R002851-ZZ-AVG,김치찌개,조리가공품류,100,61,87.9,3.8,3.8,3,-,2.1,38,3.8,-,53,160,491,-,-,-,-
R002852-ZZ-AVG,깐풍기,조리가공품류,100,295,48.2,13.1,18.5,18.9,-,1.5,29,18.5,-,135,214,329,-,-,-,-
R002853-ZZ-AVG,"깨죽, 끓인것",조리가공품류,100,64,85.8,1.7,2,9.9,-,1.2,50,2,-,33,28,145,-,-,-,-
R002854-ZZ-AVG,꼬리곰탕,조리가공품류,100,110,79,14.6,5.4,0.7,-,0.4,18,7.1,-,37,37,109,-,-,-,-
R002855-ZZ-AVG,난자완스,조리가공품류,100,173,67.5,10.8,10.2,9.6,-,1.7,17,11.4,-,94,158,352,-,-,-,-
R002856-ZZ-AVG,내장탕,조리가공품류,100,78,84.9,7.8,4.3,1.9,-,1.5,26,11,-,46,72,334,-,-,-,-
R002857-ZZ-AVG,"냉면, 물냉면",조리가공품류,100,69,82.4,2,0.5,14.1,-,4.1,12,2.1,-,22,42,327,-,-,-,-
R002858-ZZ-AVG,"냉면, 비빔냉면",조리가공품류,100,114,72.1,3.6,1.1,22.3,-,5.1,19,6.2,-,40,97,303,-,-,-,-
R002859-ZZ-AVG,"냉면, 열무냉면",조리가공품류,100,66,83.2,2.6,0.7,12.2,-,5.1,22,4.7,-,28,79,394,-,-,-,-
R002860-ZZ-AVG,"냉면, 회냉면",조리가공품류,100,114,72.1,3.2,1.4,22.2,-,4.8,47,7,-,48,115,276,-,-,-,-
R002861-ZZ-AVG,"덮밥, 불고기 덮밥",조리가공품류,100,134,69.5,5.7,3.2,20.5,-,1.2,13,9.2,-,51,104,300,-,-,-,-
R002862-ZZ-AVG,"덮밥, 오징어 덮밥",조리가공품류,100,136,68.2,6.3,2.8,21.5,-,1.5,19,4.8,-,77,135,325,-,-,-,-
R002863-ZZ-AVG,"덮밥, 제육 덮밥",조리가공품류,100,156,65.3,6,4.4,23.1,-,1.5,15,6.6,-,66,153,308,-,-,-,-
R002864-ZZ-AVG,"덮밥, 참치 덮밥",조리가공품류,100,135,69.1,5.8,3.3,20.6,-,1.6,20,6.6,-,62,125,324,-,-,-,-
R002865-ZZ-AVG,"덮밥, 회 덮밥",조리가공품류,100,137,69.2,6,3.3,20.7,-,1.6,24,3.5,-,79,163,149,-,-,-,-
R002866-ZZ-AVG,도가니탕,조리가공품류,100,72,84.5,12.6,2.1,0.6,-,0.3,9,1.3,-,14,23,75,-,-,-,-
R002867-ZZ-AVG,"돈저냐(동그랑땡), 냉동",조리가공품류,100,225,60.2,9.4,14.5,14.1,-,-,73,2.3,-,148,301,168,-,-,-,-
R002868-ZZ-AVG,동태찌개,조리가공품류,100,46,89.6,5.8,2,1.3,-,1.2,42,4.3,-,83,146,322,-,-,-,-
R002869-ZZ-AVG,돼지고기 볶음,조리가공품류,100,175,67.1,11.5,10.3,9.1,-,1.5,22,8,-,103,284,526,-,-,-,-
R002870-ZZ-AVG,된장찌개,조리가공품류,100,37,90.8,2.9,1.3,3.4,-,1.4,38,4.9,-,49,125,505,-,-,-,-
R002871-ZZ-AVG,떡만둣국,조리가공품류,100,89,78.8,2.9,1.6,15.8,-,1.2,14,3,-,36,53,283,-,-,-,-
R002872-ZZ-AVG,떡볶이,조리가공품류,100,151,62.9,3.8,1.7,30.2,-,1.7,20,4.4,-,46,101,427,-,-,-,-
R002873-ZZ-AVG,"라면, 국물, 조리후",조리가공품류,100,19,95.4,0.44,0.96,2.03,0,0.7,5,0.08,3,10,56,380,0.31,0.016,0.034,1.59
R002875-ZZ-AVG,"라면, 비빔라면, 끓인것",조리가공품류,100,189,58.8,3.38,5.67,31.01,1.81,2.3,8,0.33,10,38,47,375,0,0.031,0.215,5.94
R002876-ZZ-AVG,"라면, 조리후",조리가공품류,100,101,76.3,2.2,2,18.5,-,-,48,0.2,-,26,70,388,-,-,-,-
R002877-ZZ-AVG,"라면, 조리전",조리가공품류,100,369,5.7,8.59,11.47,69.44,0,2.2,186,0.54,20,104,272,1338,0.46,0.063,0.369,24.87
R002878-ZZ-AVG,"라면, 면, 조리후",조리가공품류,100,174,60.9,3.89,4.37,29.78,0,-,97,0.21,10,47,55,278,0.35,0.027,0.201,13.6
R002879-ZZ-AVG,라조기,조리가공품류,100,199,63.5,10.3,11.7,13.1,-,1.4,36,10.9,-,107,160,324,-,-,-,-
R002880-ZZ-AVG,마파두부,조리가공품류,100,114,78.8,7.6,6.9,5.4,-,2.2,77,14.4,-,99,114,346,-,-,-,-
R002881-ZZ-AVG,막국수,조리가공품류,100,109,73.2,3.8,1.1,20.9,-,5.7,22,8.3,-,44,97,273,-,-,-,-
R002883-ZZ-AVG,"만두, 고기 만두, 냉동",조리가공품류,100,208,54.8,9.38,6.58,27.79,0.49,5.8,65,3.1,36,105,237,261,0.63,0.156,0.66,10.51
R002884-ZZ-AVG,"만두, 군만두, 튀긴것",조리가공품류,100,274,44.6,7,11.7,35.2,-,3.4,38,12.6,-,83,211,381,-,-,-,-
R002886-ZZ-AVG,"만두, 김치 만두, 냉동",조리가공품류,100,187,59.5,8.13,6.59,23.82,0.67,6.2,74,2.47,38,98,233,423,0.67,0.125,0.489,11.92
R002887-ZZ-AVG,"만두, 물만두",조리가공품류,100,131,72.8,5.6,5.1,15.6,-,4.6,28,5.5,-,64,113,239,-,-,-,-
R002888-ZZ-AVG,만둣국,조리가공품류,100,62,86.4,3.1,2.5,6.8,-,4.6,18,3.8,-,32,73,338,-,-,-,-
R002889-ZZ-AVG,"메밀 냉면 육수, 인스턴트",조리가공품류,100,174,40.7,0.83,0.05,42.58,30.94,0.3,7,0.07,4,8,115,5935,0.04,0,0.016,0
R002890-ZZ-AVG,"미역국, 인스턴트, 말린것",조리가공품류,100,323,3.5,9.4,3.6,63.2,-,-,202,3.2,-,161,358,6516,-,-,-,-
R002891-ZZ-AVG,"미트볼, 냉동",조리가공품류,100,244,57.6,11.7,16.4,12.5,-,-,18,1.3,-,110,190,520,-,-,-,-
R002892-ZZ-AVG,"볶음밥, 김치 볶음밥",조리가공품류,100,151,66.1,4.6,4.1,24,-,4.1,30,4.6,-,61,136,358,-,-,-,-
R002893-ZZ-AVG,"볶음밥, 새우 볶음밥",조리가공품류,100,175,61.3,4.5,4.9,28.2,-,1.3,18,3.3,-,66,67,349,-,-,-,-
R002894-ZZ-AVG,"볶음밥, 오므라이스",조리가공품류,100,162,64.3,4.8,4.8,25,-,2.3,20,4.5,-,67,106,330,-,-,-,-
R002895-ZZ-AVG,"북어국, 인스턴트, 말린것",조리가공품류,100,360,2.1,44.1,6.1,32.2,-,-,229,1.6,-,482,587,4832,-,-,-,-
R002896-ZZ-AVG,비빔 국수,조리가공품류,100,113,73.3,3.4,2.1,20,-,4.5,21,5.2,-,40,101,337,-,-,-,-
R002897-ZZ-AVG,비빔밥,조리가공품류,100,141,68.3,4,3.7,23,-,3.5,24,5.4,-,57,112,267,-,-,-,-
R002898-ZZ-AVG,"사골국, 인스턴트",조리가공품류,100,10,97.4,1.4,0.4,0.3,-,-,3,0.2,-,11,7,255,-,-,-,-
R002899-ZZ-AVG,"삼각김밥, 고추장 불고기",조리가공품류,100,166,59.5,3.7,1.6,34.1,-,1.3,29,2,-,48,69,343,-,-,-,-
R002900-ZZ-AVG,"삼각김밥, 숯불갈비",조리가공품류,100,161,60.7,4,1.7,32.5,-,1.3,11,2.1,-,55,69,358,-,-,-,-
R002901-ZZ-AVG,"삼각김밥, 참치 마요네즈",조리가공품류,100,172,60,3.9,3.2,32,-,1.2,10,1.6,-,50,58,282,-,-,-,-
R002902-ZZ-AVG,삼계탕,조리가공품류,100,92,80.5,11.5,3.3,4.1,-,1.9,55,3.8,-,112,97,131,-,-,-,-
R002903-ZZ-AVG,"샌드위치, 닭고기 ",조리가공품류,100,250,48.94,16.28,11.19,20.809,3.64,1.4,58,1.77,24,185,245,753,0.61,0.067,0.219,19.9
R002904-ZZ-AVG,"샌드위치, 생선 ",조리가공품류,100,257,48.44,10.29,12.45,26.69,3.53,1,37,1.5,25,116,206,602,0.49,0.075,0.264,18
R002905-ZZ-AVG,"샌드위치, 소고기 ",조리가공품류,100,244,49.91,15.17,10.3,22.21,3.84,1.3,55,2.64,23,200,224,653,2.27,0.109,0.234,18.2
R002906-ZZ-AVG,"샌드위치, 햄, 치즈 ",조리가공품류,100,218,56.2,7.4,9.9,24.8,-,5.3,56,6.9,-,123,158,451,-,-,-,-
R002907-ZZ-AVG,선짓국,조리가공품류,100,42,90,6.4,1.2,1.4,-,0.6,22,109,-,29,57,315,-,-,-,-
R002908-ZZ-AVG,"소고기버섯죽, 끓인것",조리가공품류,100,72,82.5,2.3,0.9,13.6,-,0.4,7,1,-,22,52,158,-,-,-,-
R002909-ZZ-AVG,소고기육개장,조리가공품류,100,49,90,3.1,2.7,3,-,2.4,22,9.9,-,35,86,408,-,-,-,-
R002910-ZZ-AVG,소머리국밥,조리가공품류,100,79,84.4,9.5,3.6,2.2,-,0.5,9,12.4,-,32,37,103,-,-,-,-
R002911-ZZ-AVG,순대국,조리가공품류,100,67,87.6,5.4,4.1,2.2,-,3.3,13,9.1,-,39,57,188,-,-,-,-
R002912-ZZ-AVG,순두부찌개,조리가공품류,100,50,90.1,3.6,3.1,1.9,-,1.9,39,7.4,-,57,145,338,-,-,-,-
R002913-ZZ-AVG,"스튜, 레토르트",조리가공품류,100,118,78.1,6,7.2,7.4,-,-,15,0.9,-,54,210,290,-,-,-,-
R002914-ZZ-AVG,"스튜, 크림 스튜, 레토르트",조리가공품류,100,119,52.1,4.1,8,7.6,-,-,25,0.6,-,51,163,119,-,-,-,-
R002915-ZZ-AVG,"스파게티, 미트소스 스파게티, 냉동",조리가공품류,100,90,77.82,5.05,1.01,15.24,2.6,1.8,18,1.25,15,49,144,238,0.51,0.125,0.213,11.9
R002916-ZZ-AVG,"스프, 소고기 스프, 가루 ",조리가공품류,100,406,4.3,11.3,10.3,67.1,-,-,10,0.8,-,139,315,3627,-,-,-,-
R002917-ZZ-AVG,"스프, 소고기 스프, 가루, 끓인것",조리가공품류,100,7,97.55,1.14,0.22,0.04,0,0,6,0.17,2,13,54,372,0,0,0.01,0.7
R002918-ZZ-AVG,"스프, 소고기, 채소 스프, 가루, 끓인것",조리가공품류,100,48,88.22,3.18,1.16,6.16,1.25,1.2,18,0.51,10,48,174,326,0.56,0.026,0.067,3
R002919-ZZ-AVG,"스프, 양송이 스프, 가루 ",조리가공품류,100,418,2.4,8.3,11.3,70.7,-,-,13,1.8,-,126,226,1976,-,-,-,-
R002920-ZZ-AVG,"스프, 양송이 스프, 가루, 끓인것",조리가공품류,100,39,92.46,0.66,2.59,3.33,0.2,0.3,7,0.09,2,12,31,340,0.06,0.016,0.018,1.4
R002921-ZZ-AVG,"스프, 양파 스프, 가루 ",조리가공품류,100,293,3.79,7.48,0.34,65.07,4.65,6.6,143,1.25,60,211,721,8031,1.12,0.353,0.665,5
R002922-ZZ-AVG,"스프, 양파 스프, 가루, 끓인것",조리가공품류,100,12,95.8,0.32,0.01,2.77,0.2,0.3,9,0.05,4,9,31,346,0.05,0.025,0.029,0.2
R002923-ZZ-AVG,"스프, 콘소메 스프, 가루, 끓인것",조리가공품류,100,11,94.76,2.52,0,0.32,0,0,-,-,-,-,-,-,-,-,-,-
R002924-ZZ-AVG,"스프, 크림 스프, 가루 ",조리가공품류,100,443,2.3,6.8,15.9,68.1,-,-,22,0,-,121,238,3032,-,-,-,-
R002925-ZZ-AVG,"스프, 크림 스프, 가루, 끓인것",조리가공품류,100,30,92.49,0.72,0.97,4.7,-,0.2,8,0.2,1,19,56,238,0.26,0.103,0.154,-
R002926-ZZ-AVG,알밥,조리가공품류,100,155,63.5,3.6,2.6,29.2,-,1.6,28,3.9,-,54,87,335,-,-,-,-
R002927-ZZ-AVG,알탕,조리가공품류,100,61,85.6,9.5,1.8,1.6,-,1.5,69,8.4,-,150,148,377,-,-,-,-
R002928-ZZ-AVG,"양장피, 생것",조리가공품류,100,92,80.6,6.6,3.8,7.8,-,1.7,33,11.6,-,70,107,341,-,-,-,-
R002929-ZZ-AVG,연잎밥,조리가공품류,100,207,48.1,4,0.3,47,-,-,14,5.9,-,71,98,178,-,-,-,-
R002930-ZZ-AVG,"옥수수죽, 레토르트",조리가공품류,100,86,83.6,2,4.8,8.6,-,-,30,0.2,-,43,120,280,-,-,-,-
R002931-ZZ-AVG,"우동, 일식 우동, 끓인것",조리가공품류,100,60,85.4,1.9,1.1,10.6,-,2.9,11,4.7,-,16,24,341,-,-,-,-
R002932-ZZ-AVG,"우동, 중식 우동, 끓인것",조리가공품류,100,65,85.4,2.9,2.1,8.5,-,2.2,19,3.7,-,33,46,340,-,-,-,-
R002933-ZZ-AVG,육회,조리가공품류,100,153,68.1,14.9,6.2,9.4,-,1.7,18,20.2,-,150,275,299,-,-,-,-
R002934-ZZ-AVG,잡채밥,조리가공품류,100,136,68.7,3,2.9,24.5,-,3.1,16,12.7,-,31,86,294,-,-,-,-
R002935-ZZ-AVG,잡탕밥,조리가공품류,100,104,76.5,5.9,2.7,14,-,1.8,24,7.5,-,65,69,281,-,-,-,-
R002936-ZZ-AVG,"전복죽, 끓인것",조리가공품류,100,74,82.4,1.6,1.2,14.3,-,0.6,6,0.9,-,17,36,164,-,-,-,-
R002937-ZZ-AVG,짜장면,조리가공품류,100,122,72.2,3,3.1,20.6,-,3.3,13,3.7,-,31,71,368,-,-,-,-
R002938-ZZ-AVG,"짜장면, 인스턴트, 끓인것",조리가공품류,100,177,59.9,3.66,4.28,31,0.63,1.7,76,0.4,11,41,75,306,0.01,0.032,0.247,5.11
